ime,datum 
Gustaf Andersson,06.04.1903
Alberto Tomba,19.12.1966
Anna Maka,18.02.1948
Ard Schenk,16.09.1944
Maiken Caspersen Falla,13.08.1990
Kent Callister,09.11.1995
Ulf Kvendbo,11.04.1948
Noelle Pikus Pace,08.12.1982
Patricia Emonet,23.07.1956
Yuliya Klyukova,
Talina Gantenbein,18.08.1998
Dany Bouchard,19.09.1967
Alyson Wreford,19.02.1959
Heribert Schmid,08.09.1941
Sarah Sauvey,10.11.1983
Arnold Kongsgaard,23.11.1914
Maria Ramberger,12.10.1986
Andrey Melnichenko,21.05.1992
Wolfgang Scheidel,09.03.1943
Kanako Murakami,07.11.1994
Christelle Gros,19.05.1975
Markus Hubrich,05.02.1963
Christian Mithassel,29.09.1987
Sylvain Guillaume,06.07.1968
Hideki Nakano,29.07.1952
Olavi E Hirvonen,26.12.1930
Gennadi Tchertistchev,30.11.1930
Naji Heneine,22.07.1961
Martin Hagen,03.10.1954
Johanna Talihaerm,27.06.1993
Matea Ferk,08.06.1987
Kathy Gordon,18.07.1967
Vadim Sashurin,19.02.1970
Nikolay Pusanov,07.04.1938
Monika Maierhofer,10.01.1967
Sasa Faric,19.07.1984
Dmitry Shepel,08.08.1978
Urska Hrovat,18.02.1974
Ivan Perrillat Boiteux,28.12.1985
Roman Repilov,05.03.1996
Mariela Vallecillo,23.08.1970
Dimitar Petrov,10.02.1932
Guy De Huertas,10.01.1926
Daniel Jakobsson,17.08.1973
Aurelie Storti,03.05.1980
Sabine Volker,11.05.1973
Tamsen Mcgarry,11.02.1982
Philippe Berube,04.06.1983
Jean Mermet,22.01.1932
Charles Hamelin,14.04.1984
Sjoukje Dijkstra,28.01.1942
Tim Hronek,01.06.1995
Heather Richardson,20.03.1989
Matej Soklic,15.06.1973
Kairat Biekenov,25.05.1972
Marjorie Alexandra Nowell,10.12.1936
Patricia Du Roy De Blicquy,07.10.1943
Markus Hurme,01.02.1978
Carol Gibson,15.12.1964
Anna Frolina,11.01.1984
Lisa Andersson,02.08.1997
Mitsuyo Nagumo,08.11.1951
Bogdan Norcic,19.09.1953
Maria Magdalena Birkner,18.01.1966
Lilianna Morawiec,11.02.1961
Nils Jorgen Sundqvist,01.05.1962
Alex Mcewan,19.07.1977
Andrzej Fiedor,02.01.1946
Scott Macartney,19.01.1978
Wilhelm Gyorgy,03.02.1941
Klara Krizova,13.07.1989
Todd Gillman,24.02.1967
Constantin Carabela,21.07.1940
Hisashi Mizugami,09.07.1925
Haukur Johannsson,17.01.1953
Kieran Hansen,16.11.1971
Jeret Peterson,12.12.1981
Alessio Bolognani,17.11.1983
Marcel Moens,30.11.1891
Sami Uotila,02.11.1976
Olga Kudrashova,25.11.1978
Oleg Shamaev,02.08.1982
Loni Klettl,08.09.1959
Natsue Seki,10.06.1966
Ildar Garifullin,27.05.1963
Jaime Ros,04.11.1952
Mattia Cola,03.05.1984
Carlo Senoner,24.10.1943
Lars Goran Aslund,07.06.1945
Wieslaw Gebala,14.09.1950
Dmitri Kvatch,28.06.1974
Konstantinos Karydas,12.08.1942
Ensio Hyytia,24.03.1938
Aleksandr Privalov,06.08.1933
Larisa Yurkiw,30.03.1988
Gudmundur Gudmundsson,01.05.1920
Tristan Gale,10.08.1980
Kristina Koznick,24.11.1975
Artyom Kuznetcov,14.11.1987
Michael Christian Martinez,04.11.1996
Hiroatsu Takahashi,13.04.1984
Johannes Kuehn,19.11.1991
Mari Hemmer,20.11.1983
Alexandre Girardbille,30.11.1898
Andy Hartmann,29.01.1980
Kevin Fischnaller,02.12.1993
Beverly Anderson,02.06.1938
Jennison Heaton,16.04.1903
Katja Seizinger,10.05.1972
Ok Sil Hwang,25.03.1972
Simon Fourcade,25.04.1984
Mathilde Amivi Petitjean,19.02.1994
Inger Jorgensen,30.10.1930
Yukio Mochizuki,23.04.1971
Mina Tanaka,06.04.1971
Sandra Zwolle,15.03.1971
Matthias Leitner,22.09.1935
Christof Duffner,16.12.1971
Javier Rivara,30.06.1970
Alva Kitt,13.09.1968
Bostjan Kline,09.03.1991
Michal Dolezal,11.03.1978
Julia Lautowa,05.10.1981
Dominique Vallee,09.04.1981
Tilen Sirse,21.12.1990
Satoko Miyahara,26.03.1998
Heidi Obrecht,06.05.1942
Peter Jurko,22.09.1967
Yoshiko Takano,28.10.1943
Derek Livingston,05.01.1991
Rejhan Smrkovic,18.12.1991
Vladislav Marchenkov,29.10.1996
Peter Krick,31.01.1944
Chul Soo Kim,20.09.1980
Hedvig Bjelkevik,18.04.1981
Wolfgang Loitzl,13.01.1980
Goran Claeson,04.03.1945
Christian Pravda,08.03.1927
Nadeshda Burlakova,17.02.1959
Armin Assinger,07.06.1964
Janis Hermanis,18.05.1970
Walter Langer,
Tatiana Akimova,26.10.1990
Roza Dimova,18.04.1936
Eldar Salihovic,17.06.1999
Peiyu Jing,17.04.1985
Olga Savialova,24.08.1972
Heidi Renoth,28.02.1978
Craig Mackay,01.04.1927
Clotilde Fasolis,22.07.1951
Vera Zjatikova,05.05.1974
Christian Orlainsky,27.02.1962
Valentina Ciurina,30.08.1978
Hossein Saveh Shemshaki,05.08.1985
Alevtina Askarova,25.03.1954
Andrzej Marusarz,03.08.1913
Thomas White,30.04.1915
Ristomatti Hakola,15.04.1991
Bjoern Ferry,01.08.1978
Erin Warren,31.12.1971
Alexei Korobeynikov,12.05.1978
Max Burghartswieser,05.04.1967
Joey Mantia,07.02.1986
Boiko Popov,13.08.1970
Dorin Munteanu,06.03.1946
Oyvind Berg,10.03.1971
Guy Thibault,30.06.1964
Thorhallur Sveinsson,13.06.1944
Gunde Svan,12.01.1962
Kevin Wilson,10.05.1959
Emilio Lechner,08.11.1940
Hideo Tanifuji,19.04.1949
Zbigniew Klimowski,18.01.1967
Masaru Nagaoka,06.08.1962
Inger Eriksson,07.08.1942
Gustav Jonsson,07.07.1903
Hansjorg Knauthe,13.07.1944
Jia Ji,22.01.1985
Uwe Dotzauer,19.02.1959
Nadia Fanchini,25.06.1986
Teodora Pentcheva,09.07.1982
Victor Maigourov,07.02.1969
Susanne Busch,09.10.1970
Tracy Evans,08.12.1967
Aleksandr Prosvirnine,24.08.1964
Tom Clemens,30.01.1976
Martha Bachem,08.06.1924
Lina Andersson,18.03.1981
Marina Nigg,24.04.1984
Hiroyasu Aizawa,01.03.1961
Jonny Nilsson,09.02.1943
Marit Myrm L,20.01.1954
Laura Grasemann,30.04.1992
Valts Eiduks,21.10.1986
Colin Ross Nelson,17.11.1942
Odd Sorli,29.11.1954
Andreas Zampa,13.08.1993
Jackie Narracott,05.11.1990
Zanna Juskane,05.10.1989
Thomas Insuk Hong 1,02.07.1997
Vadim Sayutin,31.12.1970
Achim Walcher,01.12.1967
Aleksandr Sinyavsky,09.03.1977
Akihiro Takizawa,25.11.1961
Josephine Gibbs,21.05.1938
Marek Skala,25.10.1989
Aad De Koning,25.12.1928
Louise Corcoran 1,30.07.1979
Albert Frick,06.06.1949
George Grey,22.07.1979
Adam Malysz,03.12.1977
Albin Novsak,09.02.1915
Martin Watkins,24.01.1962
Ingrid Liepa,24.03.1966
Michele Brigitte Dombard,17.01.1956
Marco Sullivan,27.04.1980
Jonathan Garcia,14.12.1986
Heung Soo Kim,04.10.1980
Pirkko Maatta,07.03.1959
Valeriya Tsoy,08.07.1988
Weichang Zhao,21.04.1950
Brittany Bowe,24.02.1988
Sibylle Brauner,16.03.1975
Erina Kamiya,05.01.1992
Hiroshi Machii,13.02.1966
Nataliya Sherstnyova,03.03.1973
Iluta Gaile,10.12.1968
Natalya Rybakova,24.06.1981
Piero Gros,30.10.1954
Aleksandr Golubev 1,27.03.1964
Chih Hung Ma,05.11.1985
Krzysztof Plywaczyk,11.02.1983
Marie Pier Prefontaine,18.10.1988
Annefried Gollner,27.08.1963
William Cox,04.07.1947
Dan Campbell,11.07.1978
Shinsuke Tayama,18.10.1982
Lukasz Kruczek,01.11.1975
Greta Small,16.10.1995
Miroslaw Wieckowski,05.06.1952
Yong Hee Choi,25.06.1971
Ren Guey Liang,31.05.1950
Lars Lewen,07.10.1975
Jan Wuestenfeld,26.06.1975
Victor Oehling Norberg,22.05.1990
Catherine Louise Rodolph,01.11.1930
Varvara Barysheva,24.03.1977
Jintao Wu,06.01.1975
Alexandra Rusu,05.08.1983
Evgenia Shapovalova,15.06.1986
Geir Einang,08.03.1965
Terence Tchiknavorian,22.04.1992
Jagdish Singh,01.07.1991
Tull Gasmann,05.07.1927
Fritz Moser,11.02.1901
Piotr Wala,16.12.1936
Hong Chai,09.08.1999
Olga Volkova,05.07.1986
Oldrich Hanc,22.03.1915
Masaru Inada,02.11.1978
Evgeniy Klimov,03.02.1994
Nami Nemoto,24.03.1975
Paal Golberg,16.07.1990
Aleksandr Rumyantsev,05.12.1986
Maya Pedersen,27.11.1972
Jorien Ter Mors,21.12.1989
Dane Spencer,24.12.1977
Ricardo Oscare,16.06.1975
Benjamin Vanninen,29.06.1921
Francesca Lollobrigida,07.02.1991
Luis Rosenkjer,07.08.1955
Jaroslav Babusiak,06.09.1984
Kumiko Okawa,22.02.1946
Stephan Goergl,05.06.1978
Iivo Niskanen,12.01.1992
Mladen Plakalovic,25.09.1991
Marek Matiasko,29.10.1977
John Teller,09.03.1983
Alexei Bychenko,05.02.1988
Klaus Eberhard,04.04.1956
Mikhail Artukhov,15.09.1943
Melo Imai,26.10.1987
Keijo Kurttila,08.04.1975
Gendgeegin Batmunkh,10.08.1944
Hozumi Moriyama,15.11.1967
Alex Gough,12.05.1987
Kanoko Goto,23.08.1975
Andrea Leskovsek,11.01.1965
Jiro Kamiharako,19.03.1966
Sofya Fedorova,04.09.1998
Robert Rosser,11.04.1969
Osmo Karjalainen,02.02.1940
Sabine Becker,13.08.1959
Margot Boer,07.08.1985
Danielle Poleschuk,23.01.1986
Sona Maculova,20.05.1987
Emilien Jacquelin,11.07.1995
Milos Becvar,21.01.1957
Birger Ruud,23.08.1911
John Ford Bower,08.11.1940
Athanassios Tsakiris,15.01.1965
Antoniya Grigorova Burgova,07.12.1986
Christian Bruderer,10.12.1968
Thomas Girod,06.06.1983
Michael Booker,16.04.1937
Aubrey Fielder,29.08.1929
Natalie Geisenberger,05.02.1988
Sergej Maslennikov,18.04.1982
Svetlana Zhurova,07.01.1972
Guang Hao Lin,14.08.1959
Mark Gray,12.11.1967
Claude Pierrat,24.10.1963
Kyung Ja Lee,08.04.1964
Eva Puskarcikova,03.01.1991
Hans Ammann,03.03.1931
Tsuneo Sato,18.12.1925
Kazuo Araya,02.01.1949
Vladimir Vlasov,06.07.1958
Raymond Fonvieille,16.10.1942
Vladimir Frak,15.08.1961
Behudin Merdovic,15.10.1961
Jan Wojtas,26.11.1966
Bernt Evensen,08.04.1905
Vitaliy Shumbarets,14.07.1983
Sofie Pintens,02.10.1974
Maurizio Oioli,09.07.1981
Jurgen Schmidt,11.07.1941
Oleg Ermoline,18.02.1972
Xavier Blond,18.06.1965
Justin Dorey,17.08.1988
Bat Orgil Batchuluun,16.03.1969
Francois Drolet,16.07.1972
Steinar Johansen,27.02.1972
Bajro Cenanovic,02.09.1968
Graham Watanabe,19.03.1982
Christina Lindblom,28.06.1940
Yuri Kachkarov,04.12.1963
Yury Kharchenko,11.10.1963
Viktor Shasherin,23.07.1962
Kim Boutin,16.12.1994
Marina Kielmann,31.01.1968
Hans Peter Oberhuber,29.12.1962
Monika Auer,21.04.1957
Valeri Lavrouchkine,17.03.1945
Stefanie Boehler,27.02.1981
Joanne Patricia Henke,05.11.1958
Aaron Kostner,08.07.1999
Olaf Zinke,09.10.1966
Ase Idland,02.04.1973
Patrick Bouchard,24.04.1973
Junko Hoshino,25.09.1989
Francoise Gignoux,22.02.1923
Jisoo Kim,22.07.1994
Johs Harviken,06.04.1943
Florence Steurer,01.11.1949
Elena Prosteva,22.11.1990
Shiho Ishizawa,23.10.1986
Michele Angirani,09.04.1925
Rene Zahkna 1,02.10.1994
Lloyd C Ellingson,23.02.1908
Fritz Fischer,22.09.1956
Sergey Ustiugov,08.04.1992
Verena Rohrer,08.04.1996
Maciej Kreczmer,04.04.1981
Artem Voronov,26.03.1993
Suk Hee Shim,30.01.1997
Wiggo Hanssen,17.07.1923
Natalya Makagonova,15.02.1992
Masayuki Kawahara,01.02.1956
Borghild Niskin,19.02.1924
Carolina Kostner,08.02.1987
Ruxin Zang,31.10.1994
Herbert Familton,31.03.1928
Anton Pantov,25.03.1991
Ralph Pohland,08.06.1946
Sarka Sudova,23.01.1986
Yuta Watase,08.08.1982
Jeff Tucker,10.12.1956
Wilber Irwin,24.03.1920
Emma Lincoln Smith,28.11.1985
Ntala Skinner,22.02.1973
Ivan Pronine,10.10.1947
Miroslav Matiasko,14.07.1982
Floyd Bedbury,24.07.1937
Kayrat Ermetov,23.05.1984
Maurizio Marchetto,13.02.1956
Thomas Litz,14.03.1945
Alexey Korolev,20.06.1987
Aleksey Kuznetsov,15.08.1929
Denis Koval,06.11.1991
Lavinia Chrystal,05.03.1989
Gueorgui Kassabov,06.10.1978
Andrey Nutrikhin,20.08.1973
Yavuz Ozbey,05.03.1955
Eliza Tiruma,21.08.1990
Vesa Hietalahti,27.09.1969
Rosemarie Sparrow,06.07.1925
Pawel Zygmunt,15.07.1972
Oystein Grodum,15.02.1977
Jorge Roura Bonet,20.07.1946
Stefan Kreiner,30.10.1973
Manfred Wolf,11.01.1948
Mia Manganello,27.10.1989
Per Fossum,27.07.1910
Pekka Alonen,13.02.1929
Radim Nyc,11.04.1966
Robert Harley Reid,27.05.1898
Toshiaki Maruyama,06.09.1959
Lukas Runggaldier,31.07.1987
Fedor Mezentsev,19.11.1989
May Nilsson,05.05.1921
Gerhard Sandbichler,14.08.1957
Petr Novak 1,18.06.1982
Falko Zandstra,27.12.1971
Nam Young Kim,19.11.1958
Beat Koch,27.07.1972
Yuri Svetikov,20.09.1947
Michal Krcmar,23.01.1991
Juichi Maruyama,23.02.1945
Vitaliy Pukhkalo,09.09.1992
Olivia Ausoni,
Sami Kallunki,27.04.1971
Nobunari Oda,25.03.1987
Eiko Nakayama,28.09.1970
Patrick Holzer,23.03.1970
Patrice Anderson,22.11.1959
Josef Gassner,19.12.1944
David Borradaile,16.09.1945
Claude Cretier,14.05.1977
Carol Ann Warner,13.07.1945
German Madrazo,15.09.1974
Bruno Milesi,01.02.1965
Leo Atzwanger,25.04.1944
Annick Pierrel,19.07.1974
Alessandro Mariotti,05.11.1998
Sarah Murphy,16.02.1988
Ivan Masarik,14.09.1967
Evior Alm,29.06.1924
Johan Remen Evensen,16.09.1985
Kevin Reynolds,23.07.1990
Agnese Koklaca,02.03.1990
Maria Maricich,30.03.1961
Errol Kerr,12.04.1986
Lily Lyoonjung Lee,26.09.1969
Trausti Sveinsson,29.01.1943
James Murray,20.11.1946
Iraida Suslova,16.01.1955
Wayne Lebombard,01.06.1944
Eija Hyytiainen,04.01.1961
Adrien Backscheider,07.08.1992
Christoph Stephan,12.01.1986
Dennis Lawrence,25.10.1965
Josef Schiffner,11.12.1930
Sophie Rodriguez,07.07.1988
Karol Divin,22.11.1936
Atsushi Kazama,03.03.1964
Hans Georg Aschenbach,25.10.1951
Zenjiro Watanabe,11.02.1914
Serguei Sednev,19.12.1983
Nikita Kopyrenko,14.03.1998
Taivo Kuus,06.06.1969
Nils Lind,23.10.1899
James Crawford 1,03.05.1997
Manfred Geyer,23.05.1951
Robert Kranjec,16.07.1981
Teal Harle,05.10.1996
Maria Marinela Mazilu,12.04.1991
Nicole Stone,04.02.1971
Tuulikki Pyykkonen,25.11.1963
Bridget Shirley Adams,04.05.1925
Carolina Eiras,03.03.1969
Mikhail Ivanov,20.11.1977
Kathrin Zettel,05.08.1986
Ali Saveh Shemshakis,30.11.1948
Tim Wood,27.06.1948
Sebastien Foucras,04.01.1971
Brian Currutt,11.04.1974
Jesse Teat,10.02.1979
Tapio Piipponen,21.06.1957
Kaspar Kokk,03.08.1982
Timea Lorincz,21.04.1992
Ekaterina Rudakova Bulauka,23.01.1984
Virginie Faivre,06.09.1982
Thor Haug Noerbech,29.12.1988
Emil Hegle Svendsen,12.07.1985
Fabrice Guy,30.12.1968
Bruno Nockler,06.10.1956
Rolando Thoni,17.01.1951
Karin Riediger,02.08.1961
Martti Rautio,09.03.1935
Trond Einar Elden,21.02.1970
Vasily Rochev,22.12.1951
Doresia Krings,13.04.1977
Hye Ja Han,10.05.1941
Marion Thees,05.07.1984
Gennadi Vaganov,25.11.1936
Edward Day,11.06.1949
Igor Pashkevich,01.07.1971
Raido Rankel,13.01.1990
Dequan Chen,30.08.1995
Barbara Stockl,24.10.1956
Sophie Ormond,04.08.1979
Lars Nelson,19.08.1985
Eva Balasz,21.09.1942
Peter Zelinka,01.03.1957
Andrea Longo,16.11.1971
Ian Todd,26.06.1947
Ok Myong Jong,05.06.1979
Maryna Gasienica Daniel,19.02.1994
Gunnar Sjolin,09.03.1924
Elena Stan,07.04.1958
Chip Knight,11.01.1975
Ross Powers,10.02.1979
Aleksej Novoselkij,02.02.1985
Tim Jitloff,11.01.1985
Gisle Fenne,09.06.1963
Daniel Greig,13.03.1991
Roald Aas,25.03.1928
Monika Debertshauser,18.09.1952
Adne Sondral,10.05.1971
Kjell Hovda,27.10.1945
Frantisek Maka,27.09.1968
Terrance N O Brien,28.07.1943
Andrey Larkov,25.11.1989
Jurgen Wolf,09.11.1952
Viktoria Rebensburg,04.10.1989
Hermann Weinbuch,22.03.1960
Olha Knysh,06.10.1995
Yuri Skobov,13.03.1949
Patrick Winterton,15.09.1961
Luggi Leitner,24.02.1940
Annemarie Gerg,14.06.1975
Tanja Frieden,06.02.1976
Hugo Lemay,30.01.1983
James Machon,23.11.1990
Ewa Malewicka,08.05.1955
Iana Romanova,11.05.1983
Kathryn Class,24.03.1963
Marianne Seltsam,16.05.1932
Aurore Jean,25.06.1985
Eduard Hauser,26.11.1948
Peter Roth,30.01.1961
Xiao Ming Li,05.02.1958
George E Ede,09.05.1940
Kamil Stoch,25.05.1987
Pita Taufatofua,05.11.1983
Fernando Enevoldsen,26.03.1965
Josko Jansa,16.12.1909
Kurt Elima,24.08.1939
Tomaz Jemc,02.03.1964
Urmas Kaldvee,20.11.1961
Junko Yaginuma,01.04.1973
Jan Langedijk,27.07.1910
Guifang Wang,23.10.1962
Karine Ruby,04.01.1978
Hidenari Kanayama,26.09.1990
James Graeffe,07.07.1911
Maddie Bowman,10.01.1994
Patrick Remy,27.04.1965
Petra Moroder,03.07.1968
Viktor Mamatov,21.07.1937
Seraina Boner,11.04.1982
Horst Bulau,14.08.1962
Dominik Landertinger,13.01.1988
Claudia Gueli,03.10.1997
Ralph Wakely,11.12.1941
David Murray,05.09.1953
Patrik Jarbyn,16.04.1969
Joanne Hewson,23.08.1930
Jana Hlavaty,25.08.1941
Seppe Smits,13.07.1991
Martin Bendik,27.04.1993
Alf Opheim,28.04.1920
Dominik Fischnaller,20.02.1993
Teuvo Hatunen,20.08.1944
Victor Dakin,30.01.1943
Hyun Yung Kim,19.10.1994
Sverre Farstad,08.02.1920
Bogdan Macovei,28.01.1983
Gari Napalkov,27.06.1948
Renata Carraretto,27.10.1923
Ida Ladstatter,13.02.1965
Kjetil Mardalen,12.01.1925
Stephanie Beckert,30.05.1988
Renate Kohler,01.07.1943
Tami Bradley,04.07.1970
Kateryna Grygorenko,30.10.1985
Kaisa Varis,21.09.1975
Harald Maartmann,05.01.1926
Bong Shik Shin,31.05.1992
Martin Voegeli,09.07.1995
Manuela Moelgg,28.08.1983
Petra Matechova,08.12.1971
Sofia Akhmeteli,28.03.1981
Verona Marjanovic,01.02.1974
Judith Hesse,03.09.1982
Milena Cillerova,12.08.1945
Jean Luc Cretier,28.04.1966
Seung Yong Choi,06.02.1980
Maciej Jodko,24.11.1982
Lia Leismuller,29.03.1931
William Steinmetz,24.02.1899
Jolanda Schir,15.01.1943
Konstantin Kokora,27.03.1957
Ernst Puhringer,06.08.1944
Oswald Totsch,17.01.1964
Karen Dokka,25.01.1947
Valentina Lalenkova,05.05.1957
Tommy Eliasson,28.02.1980
Heidi Wiesler,28.03.1960
Donald W Bruneski,10.03.1937
Franz Schachner,20.07.1950
Stephan Hocke,20.10.1983
Hellen Sander,25.04.1954
Ryan Bedford,20.10.1986
Johanne Killi,13.10.1997
Sara Renner,10.04.1976
Lazaros Archontopoulos,18.07.1958
Martine Albert,17.09.1973
Alexandre Rousselet,29.01.1977
Monique Garbrecht,11.12.1968
Masaharu Yamazaki,21.05.1968
Vinzenz Geiger,24.07.1997
Vassili Savine,02.04.1967
Spyros Pinas,14.07.1973
Miguel Purcell,26.09.1962
Ilka Stuhec,26.10.1990
Ilze Abola,15.05.1978
Kakhaber Tsakadze,28.01.1969
Admir Jamak,02.10.1970
Natasza Zurek,04.03.1978
Arvo Viitanen,12.04.1924
Malcolm Cannon,22.06.1944
Jakov Fak,01.08.1987
Richard Button,18.07.1929
Kelime Cetinkaya,15.06.1982
Sho Endo,04.07.1990
Yu Li,16.03.1976
Ellie Koyander,23.03.1991
Brittany Webster,25.06.1987
Willi Egger,07.10.1932
Dan Li 3,06.05.1994
Kentaro Tsuda,29.12.1983
Paul Ernst,11.09.1935
Rob Boyd,15.02.1966
Johan Clarey,08.01.1981
John O Neil Farrell,28.08.1906
Thomas Fischer,07.02.1986
Fritz Pellkofer,03.08.1902
Vaclav Perina,19.02.1945
Yekaterina Aydova,30.07.1991
Andrzej Mateja,26.08.1935
Steffen Doring,04.10.1960
Kazuhiko Sugawara,01.05.1927
Benoit Lamarche,07.07.1966
Andrej Krizaj,11.09.1986
Marguerite Mahoney,12.05.1952
Jaakko Niemi,28.11.1961
Chun Ok Han,07.12.1965
Vanessa Bittner,04.07.1995
Jennifer Heil,11.04.1983
Daniel Migneault,16.02.1978
Lisa Resch,04.10.1908
Rudolf Rieger,05.01.1916
Laura Tavares,12.12.1965
Vladimir Nikitin,14.07.1959
Eetu Vaehaesoeyrinki,12.04.1990
Iason Abramashvili,26.04.1988
Jozef Gasienica,23.03.1941
Evi Kratzer,24.01.1961
Enis Becirbegovic,02.08.1976
Shigeaki Ushijima,13.07.1977
Tetiana Petrova,05.06.1993
Shiva Keshavan,25.08.1981
Wiltrud Drexel,16.08.1950
Semen Elistratov,03.05.1990
Cilka Sadar,18.09.1991
Virgil Neagoe,03.07.1970
John Homer Caldwell,28.11.1928
Bohumil Jauris,30.08.1933
Diana Peach,25.12.1939
Lelde Priedulena,20.07.1993
Diana Fehr,09.03.1974
Huchun Li,25.11.1956
Anders Fannemel,13.05.1991
Irineu Esteve Altimiras,21.06.1996
Anne Robb,27.07.1959
Jorien Voorhuis,26.08.1984
Vyacheslav Kurginyan,22.12.1986
Federico Pablo Cichero,09.10.1983
Roberto Marchesi,10.04.1966
Anna Swenn Larsson,18.06.1991
Vladislav Bykanov,19.11.1989
Bryan Sanders,24.10.1970
Jamil El Reedy,22.10.1965
Arto Jaaskelainen,09.10.1962
Shannon Nobis,20.03.1972
Cathrine Grage,13.10.1976
Kiril Serikov,13.06.1982
Martin Stockinger,10.02.1984
Ross F Wilson,
Peeter Kummel,11.04.1982
Ilse Geisler,10.01.1941
Manole Aldescu,18.02.1929
Ivana Kovacevic,27.12.1994
Romedi Spada,08.03.1925
Kein Einaste,22.02.1985
Keiichi Suzuki,10.11.1942
Ildiko Szendrodi,08.05.1930
Im Li Bin,06.10.1968
Per Bengtsson,31.05.1967
Georg Spaeth,24.02.1981
Jacqueline Du Bief,04.12.1930
Reneta Bantcheva,19.09.1968
Alevtina Kolchina,11.03.1930
Kristina Brouneus,25.11.1974
Daniele Munari,16.06.1983
Tiffany Chin,10.03.1967
Manuela Angeli,03.04.1939
Luvsansharavyn Dashnyam,15.05.1940
Marcel Huguenin,01.07.1930
Luis Arias Corallon,03.09.1930
Noah Hoffman,01.08.1989
James Read,18.11.1962
Stefan Zund,03.07.1969
Jacques Luthy,11.07.1959
Antero Lahde,31.12.1964
Evgenia Medvedeva Abruzova,04.07.1976
Jun Hwan Lee,13.08.1977
Elisabeth Goergl,20.02.1981
Nihatin Koca,01.01.1966
Adrian Roncallo,24.08.1958
Matjaz Kladnik,19.09.1975
Adrien Theaux,18.09.1984
Richard Rikardsson,01.02.1974
Peter Schmid 1,30.11.1897
Qiuming Bai,30.08.1994
Moniek Kleinsman,03.11.1982
Hailey Duke,17.09.1985
Graeme Gorham,12.06.1987
Thomas Lambert,31.05.1984
Andreas Ringhofer,19.12.1970
Anastasia Slonova,10.06.1991
Maria C Schweizer,20.08.1940
Marjo Matikainen,03.02.1965
Min Kyung Choi,25.08.1982
Mats Bolmstedt,08.07.1920
Nicolas Gygax,15.02.1996
Yuri Obara,10.09.1980
Laura Bettega,20.01.1968
Lars Arne Bolling,06.10.1944
Sun Joo Kim,13.11.1985
Sergey Chetverukhin,12.01.1946
Dagmar Kuzmanova,17.09.1956
